a e i Om w M year jd number v
3.112088905999999877e+00 6.169831630000000011e-01 7.078120113600000707e+01 2.829026624869999864e+02 1.712768191629999990e+02 2.059859410000000057e-01 2.003168073121999896e+03 2.452701647391155828e+06 4.150000000000000000e+02 9.826460949999999972e-01
3.134237009000000018e+00 6.196864629999999652e-01 7.074995650900000044e+01 2.829065423979999991e+02 1.713654018869999902e+02 2.942133049999999805e-01 2.003169466646000046e+03 2.452702156364777125e+06 4.160000000000000000e+02 1.563884097000000084e+00
3.148849811999999915e+00 6.214539860000000138e-01 7.079561237199999368e+01 2.829005906419999974e+02 1.713217600440000012e+02 2.621668340000000152e-01 2.003169000977999985e+03 2.452701986283292994e+06 4.170000000000000000e+02 1.355189052999999921e+00
3.149194033000000115e+00 6.214887209999999662e-01 7.082400742199999399e+01 2.828963710520000063e+02 1.714934352760000138e+02 6.993499899999999769e-02 2.003166017366000005e+03 2.452700896542401053e+06 4.180000000000000000e+02 4.746539539999999890e-01
3.124760216999999951e+00 6.185210209999999487e-01 7.084551370900000222e+01 2.828965717840000025e+02 1.714485421519999875e+02 8.308537449999999769e-01 2.003177680330999920e+03 2.452705156349311117e+06 4.190000000000000000e+02 4.530109880000000366e+00
3.122486064999999922e+00 6.182460560000000438e-01 7.085159078399999544e+01 2.828966963629999896e+02 1.714292015910000089e+02 9.484744750000000391e-01 2.003179469225000048e+03 2.452705809728771914e+06 4.200000000000000000e+02 5.138252760000000308e+00
3.127797061999999961e+00 6.189035250000000099e-01 7.075611172300000362e+01 2.829060776619999729e+02 1.713515359300000114e+02 2.214752339999999931e-01 2.003168334951999896e+03 2.452701743022372946e+06 4.210000000000000000e+02 1.151267263999999901e+00
3.100629638000000021e+00 6.155623879999999604e-01 7.079088873700000306e+01 2.829012599779999846e+02 1.713892437769999901e+02 2.194753839999999956e-01 2.003168260377000024e+03 2.452701715784452856e+06 4.220000000000000000e+02 1.159927683999999903e+00
3.138702195000000028e+00 6.202558700000000425e-01 7.082945671199999538e+01 2.828981923289999827e+02 1.712743320659999995e+02 9.955122760000000293e-01 2.003180309205999947e+03 2.452706116525212768e+06 4.230000000000000000e+02 5.282622190999999745e+00
3.112981077999999791e+00 6.170789349999999951e-01 7.075998958399999594e+01 2.829031090020000079e+02 1.714375583020000136e+02 8.140442599999999640e-01 2.003177351843999986e+03 2.452705036372047849e+06 4.240000000000000000e+02 4.404031018000000408e+00
3.112624101999999837e+00 6.170438860000000414e-01 7.083212230799999531e+01 2.828975340459999757e+02 1.713939125359999878e+02 8.317398070000000532e-01 2.003177619649000007e+03 2.452705134185640141e+06 4.250000000000000000e+02 4.452642686999999988e+00
3.139635460000000045e+00 6.203357929999999687e-01 7.075676995700000305e+01 2.829030494799999929e+02 1.714130246210000053e+02 8.784599419999999936e-01 2.003178507167999896e+03 2.452705458344827872e+06 4.260000000000000000e+02 4.789758778000000383e+00
3.139830352000000158e+00 6.203623499999999513e-01 7.075320132599999567e+01 2.829061998789999848e+02 1.713883115179999947e+02 2.720604699999999987e-01 2.003169136414999912e+03 2.452702035750428215e+06 4.270000000000000000e+02 1.470758030000000049e+00
3.127940387999999849e+00 6.189216849999999992e-01 7.076271393599999726e+01 2.829053349600000047e+02 1.713237912099999960e+02 1.813475910000000024e-01 2.003167718525000055e+03 2.452701517877274193e+06 4.280000000000000000e+02 9.063624279999999978e-01
3.105095733999999830e+00 6.161113310000000398e-01 7.080759528100000466e+01 2.828994517520000045e+02 1.714103901729999961e+02 8.782290710000000278e-01 2.003178280256000107e+03 2.452705375467061996e+06 4.290000000000000000e+02 4.700131566999999677e+00
3.150217431000000179e+00 6.215936239999999557e-01 7.082111365999999464e+01 2.828984090899999728e+02 1.715065082829999881e+02 8.091720279999999876e-01 2.003177499682999951e+03 2.452705090368838981e+06 4.300000000000000000e+02 4.529254494999999991e+00
3.103059072999999835e+00 6.158567980000000386e-01 7.079804932599999745e+01 2.829001047739999990e+02 1.714151571149999995e+02 1.065392909000000055e+00 2.003181109111000069e+03 2.452706408684391994e+06 4.310000000000000000e+02 5.696243499999999571e+00
3.103468503999999850e+00 6.159341900000000480e-01 7.078173397000000477e+01 2.829010752649999745e+02 1.713069707559999983e+02 1.033105562000000033e+00 2.003180621948999942e+03 2.452706230752320960e+06 4.320000000000000000e+02 5.418411704999999579e+00
3.122597959000000145e+00 6.182742380000000315e-01 7.084424199100000408e+01 2.828973059040000066e+02 1.713665970719999905e+02 9.915032559999999995e-01 2.003180129557000100e+03 2.452706050909899175e+06 4.330000000000000000e+02 5.307811264999999779e+00
3.126958056999999958e+00 6.188017719999999722e-01 7.075276149200000475e+01 2.829030900359999805e+02 1.713855180820000044e+02 9.405629589999999762e-01 2.003179378944000064e+03 2.452705776754404884e+06 4.340000000000000000e+02 5.066062397999999689e+00
3.109411437999999972e+00 6.166485320000000270e-01 7.076233304999999518e+01 2.829042772199999831e+02 1.713882366340000090e+02 4.651017219999999952e-01 2.003172015696000017e+03 2.452703087385627907e+06 4.350000000000000000e+02 2.480541098000000222e+00
3.141950775999999834e+00 6.206374529999999501e-01 7.078236696000000450e+01 2.829011757040000248e+02 1.713158297230000073e+02 9.335503330000000100e-01 2.003179374481999957e+03 2.452705775124683976e+06 4.360000000000000000e+02 4.997375544999999697e+00
3.105366853000000038e+00 6.161451079999999969e-01 7.080883618299999682e+01 2.828994540819999770e+02 1.714067329920000020e+02 9.839495780000000469e-01 2.003179889107000008e+03 2.452705963087285869e+06 4.370000000000000000e+02 5.260650282000000288e+00
3.138854730999999898e+00 6.202444879999999827e-01 7.074345481999999663e+01 2.829083796180000263e+02 1.713687034909999909e+02 1.221623790000000015e-01 2.003166818831999990e+03 2.452701189271360170e+06 4.380000000000000000e+02 6.359160329999999917e-01
3.115331810999999895e+00 6.173525530000000261e-01 7.076462137100000405e+01 2.829020125740000253e+02 1.714918471729999965e+02 1.012361462000000101e+00 2.003180395142999942e+03 2.452706147912954912e+06 4.390000000000000000e+02 5.525545930999999911e+00
3.123248470000000054e+00 6.183423980000000153e-01 7.085137469299999680e+01 2.828956412580000119e+02 1.714208263490000093e+02 7.415076710000000348e-01 2.003176301145000025e+03 2.452704652612222824e+06 4.400000000000000000e+02 4.017650322999999801e+00
3.136208992999999889e+00 6.199258970000000035e-01 7.074791041299999961e+01 2.829040323340000214e+02 1.713874113360000138e+02 8.164419450000000023e-01 2.003177528107999933e+03 2.452705100750991143e+06 4.410000000000000000e+02 4.420118794999999601e+00
3.135498312999999815e+00 6.198216850000000111e-01 7.083678394700000069e+01 2.828974131539999917e+02 1.714760681500000032e+02 8.708849920000000244e-01 2.003178363513000022e+03 2.452705405876256991e+06 4.420000000000000000e+02 4.799509203999999585e+00
3.120173179000000019e+00 6.179691010000000206e-01 7.085407280900000160e+01 2.828921578169999975e+02 1.714256411240000091e+02 1.439654079999999892e-01 2.003167135818999895e+03 2.452701305048651993e+06 4.430000000000000000e+02 7.985720099999999988e-01
3.117442044000000134e+00 6.176331720000000081e-01 7.084512761199999886e+01 2.828939516809999759e+02 1.714349064559999931e+02 2.512489299999999814e-01 2.003168773310000006e+03 2.452701903129415121e+06 4.440000000000000000e+02 1.384348445000000094e+00
3.152657462000000077e+00 6.219017110000000237e-01 7.083247230400000660e+01 2.828981713399999762e+02 1.714272777950000091e+02 1.010457251999999917e+00 2.003180644270999892e+03 2.452706238905211911e+06 4.450000000000000000e+02 5.555160887000000436e+00
3.137344412000000027e+00 6.200612260000000209e-01 7.074844776199999785e+01 2.829075954099999990e+02 1.713851699109999913e+02 1.276181070000000084e-01 2.003166901689000042e+03 2.452701219534331933e+06 4.460000000000000000e+02 6.812556579999999862e-01
3.153352861000000118e+00 6.219931579999999904e-01 7.080896197600000619e+01 2.828987525239999741e+02 1.713327179560000104e+02 2.150638029999999978e-01 2.003168277016000047e+03 2.452701721861843951e+06 4.470000000000000000e+02 1.110778668000000025e+00
3.127529356000000149e+00 6.188677580000000455e-01 7.075323643900000548e+01 2.829061809940000103e+02 1.714089262310000095e+02 2.729813079999999781e-01 2.003169125876999942e+03 2.452702031901808921e+06 4.480000000000000000e+02 1.486968059000000064e+00
3.103219914999999940e+00 6.158844940000000046e-01 7.080283739899999773e+01 2.828995906509999827e+02 1.713560782309999979e+02 1.658354039999999918e-01 2.003167449990000023e+03 2.452701419797043782e+06 4.490000000000000000e+02 8.414189619999999925e-01
3.138873801999999991e+00 6.202542380000000133e-01 7.075028372699999579e+01 2.829023989109999775e+02 1.713718370640000046e+02 1.108133132000000076e+00 2.003182050247999996e+03 2.452706752427273896e+06 4.500000000000000000e+02 5.991734785000000230e+00
3.143632316000000149e+00 6.208424689999999524e-01 7.083194801300000165e+01 2.828975667880000060e+02 1.712969128240000032e+02 8.422642729999999522e-01 2.003177972671999896e+03 2.452705263124377001e+06 4.510000000000000000e+02 4.485275222000000284e+00
3.117820921999999939e+00 6.176813629999999833e-01 7.075687966200000290e+01 2.829057777849999979e+02 1.714026198439999860e+02 2.575397910000000179e-01 2.003168870216999949e+03 2.452701938523681834e+06 4.520000000000000000e+02 1.390065949000000023e+00
3.105758951999999962e+00 6.161993030000000315e-01 7.080927428900000109e+01 2.828986629249999964e+02 1.713371913510000013e+02 1.701310960000000094e-01 2.003167518394999888e+03 2.452701444781206083e+06 4.530000000000000000e+02 8.463688160000000238e-01
3.131159620000000032e+00 6.193153070000000371e-01 7.082475678400000163e+01 2.828963526499999830e+02 1.712532360719999929e+02 1.524523240000000002e-01 2.003167278095000029e+03 2.452701357013741974e+06 4.540000000000000000e+02 6.779614109999999583e-01
3.115353301999999935e+00 6.174177910000000491e-01 7.081093301299999609e+01 2.828994336229999931e+02 1.712468007209999996e+02 1.109079031000000048e+00 2.003181872645000112e+03 2.452706687559368089e+06 4.550000000000000000e+02 5.798980815000000177e+00
3.132571646000000154e+00 6.194968589999999553e-01 7.076075743200000545e+01 2.829026291760000049e+02 1.713333815290000075e+02 9.316367610000000354e-01 2.003179280388000052e+03 2.452705740757470019e+06 4.560000000000000000e+02 4.980506240999999612e+00
3.129817382999999786e+00 6.191388359999999702e-01 7.075525814499999910e+01 2.829030494859999862e+02 1.714373947420000093e+02 9.022133770000000386e-01 2.003178808897999943e+03 2.452705568549423944e+06 4.570000000000000000e+02 4.918171172000000091e+00
3.147836770000000062e+00 6.213286049999999783e-01 7.077797805999999525e+01 2.829029162740000061e+02 1.713800871809999933e+02 2.729750719999999853e-01 2.003169166697000037e+03 2.452702046810891945e+06 4.580000000000000000e+02 1.472560198000000042e+00
3.118450907000000161e+00 6.177531659999999647e-01 7.085921506500000078e+01 2.828954493670000261e+02 1.714279634620000081e+02 8.220895889999999540e-01 2.003177507668000089e+03 2.452705093285514973e+06 4.590000000000000000e+02 4.447567491000000039e+00
3.128662755000000129e+00 6.190051170000000491e-01 7.075779401699999482e+01 2.829062800269999798e+02 1.714543077609999955e+02 1.010884539999999943e-01 2.003166485682000030e+03 2.452701067591142841e+06 4.600000000000000000e+02 6.033180350000000303e-01
3.103781199000000157e+00 6.159710840000000021e-01 7.079742300399999522e+01 2.829001895449999893e+02 1.713029380799999899e+02 8.850679700000000372e-01 2.003178375661000018e+03 2.452705410313236993e+06 4.610000000000000000e+02 4.626591889000000180e+00
3.120255774999999954e+00 6.179816970000000520e-01 7.084751636100000383e+01 2.828975856530000215e+02 1.713914340039999900e+02 1.089473992000000058e+00 2.003181612479000023e+03 2.452706592535757925e+06 4.620000000000000000e+02 5.852001129999999662e+00
3.128816705000000198e+00 6.190296840000000245e-01 7.075196102900000028e+01 2.829030089290000092e+02 1.713801874970000085e+02 9.684083909999999795e-01 2.003179819920999989e+03 2.452705937817803118e+06 4.630000000000000000e+02 5.215820532000000398e+00
3.114214227999999807e+00 6.172440150000000347e-01 7.081350049099999922e+01 2.828980434520000244e+02 1.712686986710000099e+02 1.746777850000000021e-01 2.003167598377000104e+03 2.452701473994106986e+06 4.640000000000000000e+02 8.061090520000000481e-01
3.157376708000000143e+00 6.224621989999999938e-01 7.081567407500000400e+01 2.828990800380000223e+02 1.714482707939999955e+02 9.807481909999999914e-01 2.003180216551000058e+03 2.452706082683964167e+06 4.650000000000000000e+02 5.427127063999999557e+00
3.122211769999999831e+00 6.182095829999999514e-01 7.085005167100000278e+01 2.828975018599999771e+02 1.714358849840000119e+02 1.089189686999999962e+00 2.003181623810000019e+03 2.452706596674119122e+06 4.660000000000000000e+02 5.900542600999999721e+00
3.114726490999999875e+00 6.173141789999999629e-01 7.078139216300000669e+01 2.829022471790000282e+02 1.712694534560000079e+02 4.141168800000000205e-01 2.003171255319000011e+03 2.452702809663624968e+06 4.670000000000000000e+02 2.094390065999999884e+00
3.106343271000000072e+00 6.162879489999999461e-01 7.077771060700000305e+01 2.829016745600000036e+02 1.713010831050000036e+02 8.683356479999999600e-01 2.003178137835999905e+03 2.452705323449390009e+06 4.680000000000000000e+02 4.542260407999999750e+00
3.140482511000000088e+00 6.204586090000000498e-01 7.077354126999999551e+01 2.829014825400000177e+02 1.713305477250000024e+02 1.037338615999999991e+00 2.003180968926000105e+03 2.452706357483042870e+06 4.690000000000000000e+02 5.571479898999999847e+00
3.118996300000000055e+00 6.178201269999999967e-01 7.085730654300000708e+01 2.828956396219999760e+02 1.714271452069999953e+02 8.296313720000000336e-01 2.003177626369000109e+03 2.452705136640048120e+06 4.700000000000000000e+02 4.488570969000000410e+00
3.105351055999999943e+00 6.161699919999999997e-01 7.080606919400000265e+01 2.828997221039999772e+02 1.713059380200000135e+02 1.164852631000000027e+00 2.003182638955999892e+03 2.452706967448316980e+06 4.710000000000000000e+02 6.123916966000000350e+00
3.157253406000000151e+00 6.224559929999999852e-01 7.081978294500000004e+01 2.828970729000000119e+02 1.714259586020000086e+02 1.128408179999999955e-01 2.003166690180999922e+03 2.452701142282828223e+06 4.720000000000000000e+02 6.445727890000000349e-01
3.117897988999999814e+00 6.176890350000000529e-01 7.084186139000000537e+01 2.828941615809999917e+02 1.714454767070000116e+02 1.953740919999999992e-01 2.003167919629999915e+03 2.452701591329141054e+06 4.730000000000000000e+02 1.094723332999999910e+00
3.148041937999999984e+00 6.213514030000000243e-01 7.077787624200000494e+01 2.829033723030000260e+02 1.714296858460000124e+02 6.931978599999999435e-02 2.003166007224999930e+03 2.452700892838370986e+06 4.740000000000000000e+02 4.096206760000000169e-01
3.119673764999999932e+00 6.179004169999999796e-01 7.085257203599999798e+01 2.828970958049999922e+02 1.714314023350000014e+02 1.037817149000000105e+00 2.003180817122000008e+03 2.452706302037613001e+06 4.750000000000000000e+02 5.612666538000000038e+00
3.136488911999999907e+00 6.199577139999999931e-01 7.074917937499999709e+01 2.829068771899999888e+02 1.713897488990000113e+02 2.443869710000000084e-01 2.003168702687999939e+03 2.452701877335084137e+06 4.760000000000000000e+02 1.319567662000000086e+00
3.112931489999999801e+00 6.170790910000000240e-01 7.076223326500000610e+01 2.829055505360000211e+02 1.714686438720000012e+02 1.173026640000000009e-01 2.003166721356999915e+03 2.452701153669387102e+06 4.770000000000000000e+02 6.999818300000000271e-01
3.149073655000000027e+00 6.214962250000000132e-01 7.079983829600000433e+01 2.829000091999999995e+02 1.713244949609999992e+02 1.025353184999999945e+00 2.003180848723000054e+03 2.452706313579808921e+06 4.780000000000000000e+02 5.524597801999999724e+00
3.108267663999999986e+00 6.165268520000000141e-01 7.077652430199999856e+01 2.829017424429999892e+02 1.712961124029999951e+02 8.775136709999999951e-01 2.003178289825000093e+03 2.452705378961970098e+06 4.790000000000000000e+02 4.590999907999999685e+00
3.124079612000000061e+00 6.184561680000000283e-01 7.084394232500000044e+01 2.828970631450000042e+02 1.713612026829999877e+02 9.322323989999999894e-01 2.003179231217000051e+03 2.452705722798340954e+06 4.800000000000000000e+02 4.987504711999999785e+00
3.119091040999999898e+00 6.178329839999999740e-01 7.083843672599999763e+01 2.828951202839999723e+02 1.714576085859999921e+02 3.168546019999999852e-01 2.003169780276999973e+03 2.452702270916249137e+06 4.810000000000000000e+02 1.761687344000000044e+00
3.139312884999999831e+00 6.203303239999999885e-01 7.079125677800000460e+01 2.829004452109999761e+02 1.712842150259999983e+02 1.097354176999999931e+00 2.003181887290000077e+03 2.452706692908325233e+06 4.820000000000000000e+02 5.847008834999999571e+00
3.107312928999999890e+00 6.163655749999999989e-01 7.079385030500000653e+01 2.829002806540000279e+02 1.714773128340000028e+02 1.133252235999999913e+00 2.003182174915999894e+03 2.452706797961464152e+06 4.830000000000000000e+02 6.132251656000000217e+00
3.123994483000000155e+00 6.184307639999999662e-01 7.082312216299999363e+01 2.828969017399999757e+02 1.715097830349999981e+02 2.368384269999999903e-01 2.003168564393999986e+03 2.452701826824496966e+06 4.840000000000000000e+02 1.387002550000000056e+00
3.115449023000000039e+00 6.174269239999999881e-01 7.081194134499999393e+01 2.828993095860000153e+02 1.712490037089999930e+02 1.048015758000000019e+00 2.003180940653000107e+03 2.452706347156433854e+06 4.850000000000000000e+02 5.474462696999999878e+00
3.123936517000000190e+00 6.183970250000000446e-01 7.080808418399999482e+01 2.828995168249999779e+02 1.715391973840000048e+02 9.701967519999999956e-01 2.003179812530999925e+03 2.452705935118809808e+06 4.860000000000000000e+02 5.369301879000000000e+00
3.134824732999999863e+00 6.197784650000000006e-01 7.077536695700000280e+01 2.829015678000000094e+02 1.713018360549999954e+02 9.697382740000000112e-01 2.003179883328999949e+03 2.452705960977156181e+06 4.870000000000000000e+02 5.160835012999999805e+00
3.128810529999999979e+00 6.190087859999999775e-01 7.078306162399999835e+01 2.829019912910000016e+02 1.715620027809999897e+02 3.887164229999999776e-01 2.003170907753999927e+03 2.452702682718413882e+06 4.880000000000000000e+02 2.265518550999999992e+00
3.152951385999999800e+00 6.219441449999999483e-01 7.079323315599999944e+01 2.829003271760000189e+02 1.713987335490000135e+02 1.094275066000000018e+00 2.003181950016999963e+03 2.452706715818739031e+06 4.890000000000000000e+02 5.985768869000000159e+00
3.147590425999999830e+00 6.213183110000000120e-01 7.083336079699999743e+01 2.828982373549999920e+02 1.713261878659999979e+02 1.066033752999999917e+00 2.003181468537000001e+03 2.452706539961983915e+06 4.900000000000000000e+02 5.742908028000000442e+00
3.111696998000000214e+00 6.169044870000000014e-01 7.080075851200000159e+01 2.828999544800000194e+02 1.714992701570000122e+02 9.813405840000000158e-01 2.003179895083000019e+03 2.452705965270190965e+06 4.910000000000000000e+02 5.356233049000000079e+00
3.122181977999999969e+00 6.182343219999999473e-01 7.083795187900000201e+01 2.828981398490000174e+02 1.713284113939999997e+02 1.118111588999999961e+00 2.003182066801000019e+03 2.452706758473157883e+06 4.920000000000000000e+02 5.949225460000000076e+00
3.130076294000000203e+00 6.191716250000000032e-01 7.079483614999999475e+01 2.829007272370000123e+02 1.715672777499999881e+02 1.582688170000000061e-01 2.003167366354000023e+03 2.452701389249573927e+06 4.930000000000000000e+02 1.024427447000000102e+00
3.108600395999999932e+00 6.165504109999999649e-01 7.081161867199999449e+01 2.828982738660000109e+02 1.713072992220000117e+02 1.318765879999999890e-01 2.003166939513999978e+03 2.452701233349455986e+06 4.940000000000000000e+02 6.128728770000000381e-01
3.126761751000000089e+00 6.187726580000000309e-01 7.075642980000000648e+01 2.829060695449999798e+02 1.714448709780000115e+02 1.962114909999999879e-01 2.003167945242000087e+03 2.452701600683739875e+06 4.950000000000000000e+02 1.107397739000000048e+00
3.134475344999999802e+00 6.197153029999999951e-01 7.074858239399999604e+01 2.829062587089999852e+02 1.713741913650000015e+02 3.811777149999999725e-01 2.003170807776999936e+03 2.452702646202594973e+06 4.960000000000000000e+02 2.044542090000000201e+00
3.143864667999999973e+00 6.208581149999999882e-01 7.081664222599999903e+01 2.828977971790000083e+02 1.712657464270000105e+02 2.951090370000000185e-01 2.003169501428000103e+03 2.452702169068648946e+06 4.970000000000000000e+02 1.474217086999999982e+00
3.139411545999999831e+00 6.203268549999999548e-01 7.083837483199999951e+01 2.828968727879999960e+02 1.713193692199999987e+02 7.871513900000000064e-01 2.003177094807000003e+03 2.452704942491134163e+06 4.980000000000000000e+02 4.198259428000000071e+00
3.138386075000000108e+00 6.201894869999999838e-01 7.076437712800000668e+01 2.829051129840000272e+02 1.713360212720000106e+02 1.737352829999999904e-01 2.003167614927999921e+03 2.452701480039327871e+06 4.990000000000000000e+02 8.824292280000000099e-01
3.119123784000000121e+00 6.178361610000000503e-01 7.085681531199999483e+01 2.828953001290000202e+02 1.714277038900000036e+02 7.630369710000000083e-01 2.003176608083000019e+03 2.452704764719015919e+06 5.000000000000000000e+02 4.131551631999999863e+00
3.107686338000000159e+00 6.164638550000000050e-01 7.079180870300000095e+01 2.829005328260000169e+02 1.712673449140000059e+02 9.757523150000000367e-01 2.003179781117999937e+03 2.452705923645358998e+06 5.010000000000000000e+02 5.084932105000000035e+00
3.123825556999999975e+00 6.184278760000000430e-01 7.084298049000000219e+01 2.828976960640000016e+02 1.713547656380000035e+02 1.066191507000000094e+00 2.003181284025999958e+03 2.452706472570784856e+06 5.020000000000000000e+02 5.701257853999999625e+00
3.139140825000000135e+00 6.202787730000000055e-01 7.074799818200000345e+01 2.829078422229999887e+02 1.713751709549999873e+02 9.546865899999999738e-02 2.003166406669000025e+03 2.452701038732217159e+06 5.030000000000000000e+02 4.970958169999999954e-01
3.141772936000000183e+00 6.205991939999999651e-01 7.077436626899999794e+01 2.829036930749999783e+02 1.713280792669999926e+02 1.696241159999999915e-01 2.003167555674999903e+03 2.452701458397595212e+06 5.040000000000000000e+02 8.532768010000000292e-01
3.121731302999999791e+00 6.181469609999999948e-01 7.084345334399999672e+01 2.828977855790000149e+02 1.714509692350000023e+02 1.076116061000000013e+00 2.003181419645999995e+03 2.452706522104925942e+06 5.050000000000000000e+02 5.843967264999999855e+00
3.138620103000000050e+00 6.201874830000000394e-01 7.077845750699999883e+01 2.829015191170000207e+02 1.715351938789999906e+02 8.567237789999999631e-01 2.003178164839999909e+03 2.452705333312501200e+06 5.060000000000000000e+02 4.790521948000000307e+00
3.134917586999999894e+00 6.197681990000000196e-01 7.074844727800000044e+01 2.829061435090000032e+02 1.713835440450000078e+02 4.045114439999999978e-01 2.003171168802000011e+03 2.452702778064054903e+06 5.070000000000000000e+02 2.180914503999999976e+00
3.117895771000000149e+00 6.176883349999999773e-01 7.084990916399999605e+01 2.828940099330000066e+02 1.714275379720000103e+02 3.914762940000000024e-01 2.003170918718999928e+03 2.452702686723055784e+06 5.080000000000000000e+02 2.131539076000000144e+00
3.138538563000000003e+00 6.202136050000000012e-01 7.075063358200000607e+01 2.829029027230000111e+02 1.713682478290000120e+02 1.003912772999999925e+00 2.003180437753999968e+03 2.452706163476588205e+06 5.090000000000000000e+02 5.422645874999999727e+00
3.107965054000000116e+00 6.164983170000000179e-01 7.079054289200000483e+01 2.829006165210000177e+02 1.712669378040000083e+02 9.742381789999999819e-01 2.003179760069999929e+03 2.452705915957672987e+06 5.100000000000000000e+02 5.077229324000000155e+00
3.126180525000000099e+00 6.186829980000000395e-01 7.082958930600000258e+01 2.828980311820000111e+02 1.714954642589999878e+02 9.093785779999999930e-01 2.003178894735000085e+03 2.452705599900761154e+06 5.110000000000000000e+02 5.003783290000000328e+00
3.138906103000000059e+00 6.202511259999999860e-01 7.074346998699999745e+01 2.829079805490000012e+02 1.713702452500000106e+02 1.904311939999999981e-01 2.003167873520000057e+03 2.452701574487836100e+06 5.120000000000000000e+02 1.008650838999999966e+00
3.135824057999999859e+00 6.198391760000000472e-01 7.080416997300000048e+01 2.828997496150000188e+02 1.715626284159999955e+02 9.571863889999999708e-01 2.003179696858999932e+03 2.452705892870259006e+06 5.130000000000000000e+02 5.354446400999999689e+00
3.138853430999999805e+00 6.202457909999999908e-01 7.074298889300000326e+01 2.829071423010000217e+02 1.713710777109999981e+02 3.459741519999999793e-01 2.003170276268999942e+03 2.452702452073357999e+06 5.140000000000000000e+02 1.855000195999999990e+00
3.140504189000000057e+00 6.204487869999999461e-01 7.075537067300000160e+01 2.829024851249999983e+02 1.713803176780000115e+02 1.031672777000000041e+00 2.003180881497999962e+03 2.452706325550377835e+06 5.150000000000000000e+02 5.590614020000000295e+00
3.138325097000000063e+00 6.201993139999999460e-01 7.083804654200000073e+01 2.828974399990000279e+02 1.713147330749999924e+02 9.294349330000000187e-01 2.003179285931000095e+03 2.452705742782150861e+06 5.160000000000000000e+02 4.963283116000000383e+00
3.144062154000000220e+00 6.208760140000000316e-01 7.083492080000000612e+01 2.828949165989999983e+02 1.713088772650000067e+02 1.583547519999999875e-01 2.003167384021000089e+03 2.452701395702343900e+06 5.170000000000000000e+02 7.708246130000000473e-01
3.131330794999999778e+00 6.192963129999999872e-01 7.081144660200000374e+01 2.828993286790000070e+02 1.715477888579999899e+02 9.760964580000000002e-01 2.003179956208000021e+03 2.452705987595438026e+06 5.180000000000000000e+02 5.429642377999999603e+00
3.101045715999999786e+00 6.156118710000000327e-01 7.078107281699999476e+01 2.829026092749999748e+02 1.714290284749999955e+02 2.162521360000000115e-01 2.003168212151000034e+03 2.452701698170396034e+06 5.190000000000000000e+02 1.183211763000000083e+00
3.116252676999999860e+00 6.174995829999999630e-01 7.083428018300000417e+01 2.828973494499999788e+02 1.713456223919999957e+02 8.335973399999999645e-01 2.003177670227999897e+03 2.452705152659207117e+06 5.200000000000000000e+02 4.422841535999999962e+00
3.140223397000000194e+00 6.204219640000000480e-01 7.076930193900000177e+01 2.829023608080000258e+02 1.713378285240000025e+02 8.288787109999999902e-01 2.003177744549999943e+03 2.452705179804693907e+06 5.210000000000000000e+02 4.446877910000000433e+00
3.130541658999999921e+00 6.192327420000000027e-01 7.075760253999999350e+01 2.829059145420000050e+02 1.714503924640000037e+02 1.928711160000000091e-01 2.003167899310999928e+03 2.452701583907822147e+06 5.220000000000000000e+02 1.096853080000000036e+00
3.118066959000000082e+00 6.177024070000000089e-01 7.083509854400000449e+01 2.828967474579999930e+02 1.714583145359999889e+02 6.582576100000000485e-01 2.003174999571999933e+03 2.452704177223021165e+06 5.230000000000000000e+02 3.597478229000000027e+00
3.118319403000000101e+00 6.177396379999999798e-01 7.084980965399999775e+01 2.828967636329999777e+02 1.714119021770000018e+02 9.442975150000000317e-01 2.003179376242999979e+03 2.452705775767744984e+06 5.240000000000000000e+02 5.087639201000000000e+00
3.111182617999999955e+00 6.168606079999999769e-01 7.081085711100000424e+01 2.828985663020000061e+02 1.714815156880000018e+02 2.630045269999999880e-01 2.003168940949999978e+03 2.452701964358475059e+06 5.250000000000000000e+02 1.491082443000000035e+00
3.108104394000000159e+00 6.164925759999999588e-01 7.078491569700000241e+01 2.829020971229999759e+02 1.712823120319999930e+02 2.312502760000000046e-01 2.003168451652999920e+03 2.452701785646528006e+06 5.260000000000000000e+02 1.120893751000000105e+00
3.137372614999999865e+00 6.200631479999999529e-01 7.075259219699999846e+01 2.829032868259999987e+02 1.714066475219999859e+02 8.926813959999999604e-01 2.003178712031000032e+03 2.452705533169568051e+06 5.270000000000000000e+02 4.855015115999999686e+00
3.120287112000000196e+00 6.179765189999999464e-01 7.076221538699999769e+01 2.829047502380000196e+02 1.714901577079999981e+02 3.228549490000000022e-01 2.003169874939000010e+03 2.452702305490511004e+06 5.280000000000000000e+02 1.830753209999999909e+00
3.122493556999999864e+00 6.182157379999999591e-01 7.078793250699999362e+01 2.829007032999999751e+02 1.715571356700000081e+02 9.825308870000000194e-01 2.003179991272000052e+03 2.452706000402413774e+06 5.290000000000000000e+02 5.449920469000000267e+00
3.125249420999999916e+00 6.186188559999999947e-01 7.083110731899999735e+01 2.828981274679999842e+02 1.712812520960000029e+02 1.012908898000000057e+00 2.003180477444999951e+03 2.452706177973188926e+06 5.300000000000000000e+02 5.345763148999999714e+00
