a e i Om w M year jd number v
3.146488215999999838e+00 6.211656490000000419e-01 7.083925455000000682e+01 2.828972491160000118e+02 1.714028374330000020e+02 8.818057280000000109e-01 2.003178603512000109e+03 2.452705493533939123e+06 5.310000000000000000e+02 4.812778645999999938e+00
3.139489338999999823e+00 6.203152229999999712e-01 7.075983310300000539e+01 2.829033872480000014e+02 1.714306446489999871e+02 7.385866730000000269e-01 2.003176344805000099e+03 2.452704668558609206e+06 5.320000000000000000e+02 4.047763244000000427e+00
3.128744964000000017e+00 6.190293180000000506e-01 7.075758086099999389e+01 2.829028000949999750e+02 1.713423923210000055e+02 9.416874119999999460e-01 2.003179408616000046e+03 2.452705787591998931e+06 5.330000000000000000e+02 5.033805175000000354e+00
3.118786168000000192e+00 6.177945900000000323e-01 7.085400784700000543e+01 2.828968511300000159e+02 1.714202128940000023e+02 1.009571479000000105e+00 2.003180378181999913e+03 2.452706141718314029e+06 5.340000000000000000e+02 5.447394013000000257e+00
3.118759960000000220e+00 6.177897780000000116e-01 7.085747671999999397e+01 2.828966470839999943e+02 1.714269097970000075e+02 1.008029311999999900e+00 2.003180354393000016e+03 2.452706133029324934e+06 5.350000000000000000e+02 5.445640898999999813e+00
3.100442252000000121e+00 6.155462640000000096e-01 7.078613356500000009e+01 2.829011318359999905e+02 1.713523005940000132e+02 7.957141460000000110e-01 2.003176998897999965e+03 2.452704907460973132e+06 5.360000000000000000e+02 4.192503697000000251e+00
3.118562439000000186e+00 6.177705810000000408e-01 7.085686359100000686e+01 2.828925792079999724e+02 1.714306740989999867e+02 2.867945060000000046e-01 2.003169319173000076e+03 2.452702102501405869e+06 5.370000000000000000e+02 1.571724244999999964e+00
3.111187140000000184e+00 6.168656460000000452e-01 7.082765943399999742e+01 2.828965096399999766e+02 1.714099542090000057e+02 3.346470320000000109e-01 2.003170033090000061e+03 2.452702363254187163e+06 5.380000000000000000e+02 1.802892678999999942e+00
3.137620646999999874e+00 6.200905060000000413e-01 7.080534828499999378e+01 2.828992064209999739e+02 1.715575601950000078e+02 8.567861000000000227e-02 2.003166254450999986e+03 2.452700983135542832e+06 5.390000000000000000e+02 6.230120430000000153e-01
3.139111358000000074e+00 6.202764950000000388e-01 7.074877374099999372e+01 2.829068740760000082e+02 1.713695321939999872e+02 2.588586239999999816e-01 2.003168931003999887e+03 2.452701960725625977e+06 5.400000000000000000e+02 1.379860131000000045e+00
3.130663574999999810e+00 6.192341630000000041e-01 7.082257568500000389e+01 2.828976692709999838e+02 1.715217074230000094e+02 5.374257159999999978e-01 2.003173201335999920e+03 2.452703520431356039e+06 5.410000000000000000e+02 3.030609865999999819e+00
3.127868054999999980e+00 6.189120369999999705e-01 7.083590189800000303e+01 2.828945813000000271e+02 1.713055763209999895e+02 1.076853720000000014e-01 2.003166586464999909e+03 2.452701104401140008e+06 5.420000000000000000e+02 4.862004619999999999e-01
3.110337862000000175e+00 6.167628349999999537e-01 7.082042510899999854e+01 2.828968427249999991e+02 1.713357957270000043e+02 6.695572399999999424e-02 2.003165951937000045e+03 2.452700872644729912e+06 5.430000000000000000e+02 2.936032439999999855e-01
3.118171096000000198e+00 6.177238480000000198e-01 7.085904483199999504e+01 2.828912347350000118e+02 1.714317977530000121e+02 1.092202719999999933e-01 2.003166602253000065e+03 2.452701110167528037e+06 5.440000000000000000e+02 6.166574839999999780e-01
3.139808197999999884e+00 6.203600080000000183e-01 7.075435889800000666e+01 2.829024856699999759e+02 1.713988955540000063e+02 1.040803528000000089e+00 2.003181017311999994e+03 2.452706375155427959e+06 5.450000000000000000e+02 5.656581521999999751e+00
3.113156254000000178e+00 6.171179369999999498e-01 7.082767530300000658e+01 2.828973208549999754e+02 1.713377685050000139e+02 6.409403420000000517e-01 2.003174711558999888e+03 2.452704072028475814e+06 5.460000000000000000e+02 3.375569061000000204e+00
3.114956931000000040e+00 6.173076299999999961e-01 7.081556234599999300e+01 2.828991516379999780e+02 1.714857842790000007e+02 1.037606907000000023e+00 2.003180777897000098e+03 2.452706287711163983e+06 5.470000000000000000e+02 5.652650158000000147e+00
3.103658894000000057e+00 6.159367140000000518e-01 7.076866034699999375e+01 2.829046493910000208e+02 1.714142331699999886e+02 1.142840219999999990e-01 2.003166667515999961e+03 2.452701134004611988e+06 5.480000000000000000e+02 6.261250489999999891e-01
3.126856161000000078e+00 6.187817679999999543e-01 7.081647569199999737e+01 2.828976307469999938e+02 1.715319638029999965e+02 1.358564050000000134e-01 2.003167018354999982e+03 2.452701262145515066e+06 5.490000000000000000e+02 8.655376369999999708e-01
3.121261167000000114e+00 6.181246799999999819e-01 7.083512663599999826e+01 2.828982180500000254e+02 1.713156957829999953e+02 1.103741961999999965e+00 2.003181839102999902e+03 2.452706675308290869e+06 5.500000000000000000e+02 5.856610494999999972e+00
3.139598588000000134e+00 6.203349190000000402e-01 7.075105927500000291e+01 2.829063617510000199e+02 1.713809031240000138e+02 2.978561200000000020e-01 2.003169534582000097e+03 2.452702181177780032e+06 5.510000000000000000e+02 1.603552206000000036e+00
3.135544276000000075e+00 6.198118390000000311e-01 7.081501483200000280e+01 2.828989963299999886e+02 1.715440951779999921e+02 8.929899260000000449e-01 2.003178704745000005e+03 2.452705530508556869e+06 5.520000000000000000e+02 4.987550674000000406e+00
3.125077038000000140e+00 6.185712469999999907e-01 7.075789468300000351e+01 2.829061042580000276e+02 1.713478460569999982e+02 1.585287360000000034e-01 2.003167364511999949e+03 2.452701388576889876e+06 5.530000000000000000e+02 8.059890079999999513e-01
3.148694534000000100e+00 6.214068839999999927e-01 7.078958598399999858e+01 2.829006908470000212e+02 1.715131684479999876e+02 8.976273919999999684e-01 2.003178863458000023e+03 2.452705588477028999e+06 5.540000000000000000e+02 5.015434434000000330e+00
3.143158085000000046e+00 6.207617970000000041e-01 7.076660994499999902e+01 2.829044814790000260e+02 1.714294389439999975e+02 2.470837899999999976e-01 2.003168756468000083e+03 2.452701896977839991e+06 5.550000000000000000e+02 1.377720140000000093e+00
3.126983134000000053e+00 6.187874450000000470e-01 7.084001047600000334e+01 2.828973069389999750e+02 1.714664518699999860e+02 9.066522489999999657e-01 2.003178858235000007e+03 2.452705586569435894e+06 5.560000000000000000e+02 4.962008399000000125e+00
3.103697273999999950e+00 6.159616820000000104e-01 7.078268265399999848e+01 2.829011602720000269e+02 1.713039915010000129e+02 9.511731949999999713e-01 2.003179379200000085e+03 2.452705776847715955e+06 5.570000000000000000e+02 4.979887880999999794e+00
3.114361598999999980e+00 6.172602139999999737e-01 7.082451527899999633e+01 2.828964330360000190e+02 1.713132252199999925e+02 1.606848019999999877e-01 2.003167384928000047e+03 2.452701396033572033e+06 5.580000000000000000e+02 7.750250850000000025e-01
3.119954293999999795e+00 6.179425629999999448e-01 7.085385847999999953e+01 2.828918189020000113e+02 1.714324271149999959e+02 7.503791999999999407e-02 2.003166080400000055e+03 2.452700919564813841e+06 5.590000000000000000e+02 4.339126050000000068e-01
3.124280859000000188e+00 6.184572240000000276e-01 7.083705777599999465e+01 2.828973134249999930e+02 1.714721624620000000e+02 8.549477049999999467e-01 2.003178047011999979e+03 2.452705290276465006e+06 5.600000000000000000e+02 4.682510605000000048e+00
3.119450812000000184e+00 6.178817290000000462e-01 7.084668866799999876e+01 2.828935768410000264e+02 1.713963352730000054e+02 2.230758110000000127e-01 2.003168345836000071e+03 2.452701746997607872e+06 5.610000000000000000e+02 1.195396444000000002e+00
3.105320376999999965e+00 6.161454979999999582e-01 7.081090729199999600e+01 2.828995052370000280e+02 1.713810595299999875e+02 1.155192919000000096e+00 2.003182491855000080e+03 2.452706913720999844e+06 5.620000000000000000e+02 6.146920241000000118e+00
3.109349029000000098e+00 6.166473139999999464e-01 7.076398806199999569e+01 2.829024267799999848e+02 1.713604646489999936e+02 9.339417230000000014e-01 2.003179156232999958e+03 2.452705695411076769e+06 5.630000000000000000e+02 4.959413243000000193e+00
3.137246279000000193e+00 6.200332259999999929e-01 7.077955053499999849e+01 2.829022698279999872e+02 1.715400889109999980e+02 4.557057520000000195e-01 2.003171965993999947e+03 2.452703069232195150e+06 5.640000000000000000e+02 2.616687135999999914e+00
3.152033111999999804e+00 6.218318240000000330e-01 7.079012069799999551e+01 2.829014680060000160e+02 1.713842887350000126e+02 1.146119990000000061e-01 2.003166713355999946e+03 2.452701150746990927e+06 5.650000000000000000e+02 6.123946569999999534e-01
3.138202331000000012e+00 6.201572770000000068e-01 7.076086261899999386e+01 2.829034659239999883e+02 1.714452526229999876e+02 6.945155859999999626e-01 2.003175657190000038e+03 2.452704417412758805e+06 5.660000000000000000e+02 3.820502020999999804e+00
3.139695940999999824e+00 6.203509609999999785e-01 7.082763443400000369e+01 2.828960270439999931e+02 1.712673970460000135e+02 1.839152089999999962e-01 2.003167773931000056e+03 2.452701538113784976e+06 5.670000000000000000e+02 8.668557230000000224e-01
3.117635555000000114e+00 6.176576369999999816e-01 7.084590407999999684e+01 2.828934252239999978e+02 1.714355889260000083e+02 1.600960959999999933e-01 2.003167379794999988e+03 2.452701394158867188e+06 5.680000000000000000e+02 8.946865170000000145e-01
3.118354704000000144e+00 6.177450169999999519e-01 7.085839062200000171e+01 2.828924726989999954e+02 1.714305192669999940e+02 3.025966600000000173e-01 2.003169560457999978e+03 2.452702190629045945e+06 5.690000000000000000e+02 1.656386246000000062e+00
3.118567194999999792e+00 6.177662090000000106e-01 7.085083263299999601e+01 2.828966459089999717e+02 1.714292500399999994e+02 9.308304530000000021e-01 2.003179171939000071e+03 2.452705701147484127e+06 5.700000000000000000e+02 5.033249044999999811e+00
3.119647642999999970e+00 6.179026789999999547e-01 7.085282732899999303e+01 2.828935139170000070e+02 1.714340381369999875e+02 3.625342260000000150e-01 2.003170480766000082e+03 2.452702526764349081e+06 5.710000000000000000e+02 1.983998813999999999e+00
3.113845425000000056e+00 6.171959879999999732e-01 7.077612575400000594e+01 2.829036284489999957e+02 1.712880588280000040e+02 1.013486219999999993e-01 2.003166478627000060e+03 2.452701065014181193e+06 5.720000000000000000e+02 4.334163959999999816e-01
3.156817058000000120e+00 6.224018359999999861e-01 7.082371897299999830e+01 2.828985611069999777e+02 1.714207285290000016e+02 9.666045260000000194e-01 2.003179992117999973e+03 2.452706000711557921e+06 5.730000000000000000e+02 5.320644235999999694e+00
3.122466993000000191e+00 6.182522529999999739e-01 7.076015929999999798e+01 2.829059031190000155e+02 1.713408259130000033e+02 1.286199869999999912e-01 2.003166903048999984e+03 2.452701220030962955e+06 5.740000000000000000e+02 6.364484999999999726e-01
3.122939510000000141e+00 6.183166100000000442e-01 7.084315008900000521e+01 2.828968425140000136e+02 1.713595161860000076e+02 8.696097259999999718e-01 2.003178263345000005e+03 2.452705369290359784e+06 5.750000000000000000e+02 4.645866953999999716e+00
3.119087486999999825e+00 6.178308200000000028e-01 7.085626469700000030e+01 2.828967215189999820e+02 1.714232147449999957e+02 1.009209650000000069e+00 2.003180374884000003e+03 2.452706140513658989e+06 5.760000000000000000e+02 5.449242620999999787e+00
3.145665334999999896e+00 6.210793980000000047e-01 7.078002892300000326e+01 2.829011249659999976e+02 1.713504867789999935e+02 1.027978690999999944e+00 2.003180863580000050e+03 2.452706319006111007e+06 5.770000000000000000e+02 5.555306410000000028e+00
3.125991228999999816e+00 6.186503490000000438e-01 7.080564160299999799e+01 2.828995899349999945e+02 1.715491753940000024e+02 8.380692950000000474e-01 2.003177798646999918e+03 2.452705199563131202e+06 5.780000000000000000e+02 4.673079575000000041e+00
3.112059805999999984e+00 6.169726189999999999e-01 7.083002850799999806e+01 2.828964021279999770e+02 1.714129071339999939e+02 3.974253870000000188e-01 2.003170992644000080e+03 2.452702713723795954e+06 5.790000000000000000e+02 2.143226854999999986e+00
3.131000569999999872e+00 6.193002859999999776e-01 7.083868341400000190e+01 2.828955364509999981e+02 1.713156755500000088e+02 4.552050910000000061e-01 2.003171937292999928e+03 2.452703058749416843e+06 5.800000000000000000e+02 2.379649172999999784e+00
3.141095602000000042e+00 6.205149629999999750e-01 7.075717646900000091e+01 2.829060259130000077e+02 1.713903294170000038e+02 1.910086109999999948e-01 2.003167885527999942e+03 2.452701578873693012e+06 5.810000000000000000e+02 1.032399183000000109e+00
3.101681977999999784e+00 6.156948540000000136e-01 7.079590186999999446e+01 2.829005607949999899e+02 1.713538798559999918e+02 2.404095940000000042e-01 2.003168579735000094e+03 2.452701832427603193e+06 5.820000000000000000e+02 1.236659240000000048e+00
3.124377694000000094e+00 6.184834550000000153e-01 7.075556514299999833e+01 2.829067902200000049e+02 1.714320736200000113e+02 6.595707700000000284e-02 2.003165943532000028e+03 2.452700869575027842e+06 5.830000000000000000e+02 3.903856980000000032e-01
3.124014863999999836e+00 6.184290000000000065e-01 7.076785678599999585e+01 2.829039338410000255e+02 1.715220471229999930e+02 3.493101399999999912e-01 2.003170289584000102e+03 2.452702456936602015e+06 5.840000000000000000e+02 2.008444912999999943e+00
3.109026834999999878e+00 6.165931350000000144e-01 7.080417809600000112e+01 2.828994858159999808e+02 1.714809088309999936e+02 3.529199040000000065e-01 2.003170306042999982e+03 2.452702462947953958e+06 5.850000000000000000e+02 1.970586618000000012e+00
3.132633102999999863e+00 6.194980150000000130e-01 7.075322022500000685e+01 2.829036634930000105e+02 1.713558157589999951e+02 8.147949989999999643e-01 2.003177481204000060e+03 2.452705083619728219e+06 5.860000000000000000e+02 4.371448985999999870e+00
3.147854111000000010e+00 6.213289929999999961e-01 7.083773843100000533e+01 2.828948474239999769e+02 1.714094059299999913e+02 2.275703749999999914e-01 2.003168462303000069e+03 2.452701789536222816e+06 5.870000000000000000e+02 1.251173789000000092e+00
3.103371527999999824e+00 6.158923280000000444e-01 7.079666237799999351e+01 2.829001600760000201e+02 1.714252806199999952e+02 1.121697160000000082e+00 2.003181966634999981e+03 2.452706721888203174e+06 5.880000000000000000e+02 6.006703015000000256e+00
3.117847400000000047e+00 6.176830009999999538e-01 7.084994718699999794e+01 2.828935945229999902e+02 1.714270119120000118e+02 3.099485410000000218e-01 2.003169671762000007e+03 2.452702231281967834e+06 5.890000000000000000e+02 1.692362820000000045e+00
3.118740691999999814e+00 6.177678829999999621e-01 7.081919077800000650e+01 2.828990943860000016e+02 1.714961012340000082e+02 1.107404717999999955e+00 2.003181874667000102e+03 2.452706688297663815e+06 5.900000000000000000e+02 6.047992923999999881e+00
3.137309700999999951e+00 6.200649339999999565e-01 7.075024824199999784e+01 2.829033594310000126e+02 1.713638312580000047e+02 9.185405840000000488e-01 2.003179110794000053e+03 2.452705678814605810e+06 5.910000000000000000e+02 4.952409396000000186e+00
3.148777138999999892e+00 6.214620480000000446e-01 7.082721276899999907e+01 2.828981839639999976e+02 1.713092039249999914e+02 9.309096620000000266e-01 2.003179380589999937e+03 2.452705777355486061e+06 5.920000000000000000e+02 4.993240240999999635e+00
3.133975801000000061e+00 6.196567969999999814e-01 7.074859246699999460e+01 2.829030945869999982e+02 1.713824466629999961e+02 9.897259499999999655e-01 2.003180185306000112e+03 2.452706071271738969e+06 5.930000000000000000e+02 5.347324242000000005e+00
3.136734595000000070e+00 6.199796149999999839e-01 7.078781307200000583e+01 2.829016918980000241e+02 1.715579658339999867e+02 1.790525530000000032e-01 2.003167694867999899e+03 2.452701509236863814e+06 5.940000000000000000e+02 1.131289757000000007e+00
