a e i Om w M year jd number node
2.852751183115266542e+00 8.686135550436400177e-01 6.441097521888220001e+01 2.882155140457129505e+02 1.638072027128087882e+02 7.585295510125831697e+01 1.159089999999999918e+03 2.144415258400000166e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.847585573979760643e+00 8.700126843855471304e-01 6.451415263847029280e+01 2.881691142943264481e+02 1.637683559007869292e+02 4.743344179531491989e+01 1.149089999999999918e+03 2.140763258400000166e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.869816255088966095e+00 8.705326748840337414e-01 6.337020979805273413e+01 2.883877933701035090e+02 1.634873977364212010e+02 2.257613550393713098e+01 1.139092000000000098e+03 2.137111258299999870e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.864128100217564477e+00 8.730233226147925407e-01 6.339252927597424758e+01 2.884497811751164704e+02 1.633836699529099121e+02 1.514493907892221491e+00 1.129092000000000098e+03 2.133459258299999870e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.865005021790606232e+00 8.732186396406247386e-01 6.337208985924140592e+01 2.884453162320336332e+02 1.633641655225731597e+02 -2.155868909873289496e+01 1.119095000000000027e+03 2.129807258200000040e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.872934255550614768e+00 8.728141609959944036e-01 6.293746533567714607e+01 2.885170291514054384e+02 1.632283483716786066e+02 -4.062889845342366613e+01 1.109095000000000027e+03 2.126155258200000040e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.864339876264424767e+00 8.769046379622994491e-01 6.296592711450680468e+01 2.886153728875182765e+02 1.631749521415117954e+02 -6.266821819170491636e+01 1.099097999999999956e+03 2.122503258100000210e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.869490892256579162e+00 8.767992410733026487e-01 6.278501189743972333e+01 2.885999792278033738e+02 1.631402550446573514e+02 -8.439718786444883847e+01 1.089097999999999956e+03 2.118851257999999914e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.859945252058156306e+00 8.823417449774954013e-01 6.256135004265581756e+01 2.888660794172315605e+02 1.632068209164068264e+02 -1.069944631415458787e+02 1.079101000000000113e+03 2.115199257999999914e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.858231227680445574e+00 8.828272073181910873e-01 6.248331276997736694e+01 2.888461244128722569e+02 1.631461120072217454e+02 -1.318186697406498240e+02 1.069101000000000113e+03 2.111547257900000084e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.850192550308703332e+00 8.906282090475557967e-01 6.247017802215707150e+01 2.889618702327088045e+02 1.633986097793111583e+02 -1.563639771522204285e+02 1.059103000000000065e+03 2.107895257900000084e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.848791530583889564e+00 8.913427259748155640e-01 6.197458021454523447e+01 2.891633614613864438e+02 1.633322353870467794e+02 1.752956846647753082e+02 1.049103000000000065e+03 2.104243257799999788e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.847609249687006461e+00 8.923438101781203668e-01 6.198381153757355122e+01 2.891257034832100317e+02 1.632671429682743280e+02 1.459563782578725579e+02 1.039105999999999995e+03 2.100591257699999958e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.856751221167318278e+00 8.988223335169750472e-01 6.075723405156102785e+01 2.895022074904381384e+02 1.632930503214072075e+02 1.203931536178738639e+02 1.029105999999999995e+03 2.096939257699999958e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.850165015245995637e+00 9.003866456051856648e-01 6.083331330810318605e+01 2.894914693454862800e+02 1.632255351913400148e+02 9.329530895186414341e+01 1.019109000000000037e+03 2.093287257599999895e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.869077618528122819e+00 9.006271856832716027e-01 5.963094410591838823e+01 2.897273932194968893e+02 1.629794730472780770e+02 6.827123620030620543e+01 1.009109000000000037e+03 2.089635257599999895e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.873183509962164539e+00 6.553736103203776642e-01 7.209062718637564160e+01 2.834001218028830635e+02 1.765595987252024486e+02 -1.878209238640195267e+01 1.999009999999999991e+03 2.451183263300000224e+06 3.000000000000000000e+00 0.000000000000000000e+00
