distance year jd planet number
1.252504999999999868e-01 1.206271999999999935e+03 2.161648618300000206e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.611901000000000139e-01 1.206271999999999935e+03 2.161648618300000206e+06 2.000000000000000000e+00 2.000000000000000000e+00
1.260630000000000084e-01 1.206267000000000053e+03 2.161647055300000124e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.712500000000000244e-01 1.206267000000000053e+03 2.161647055300000124e+06 2.000000000000000000e+00 2.000000000000000000e+00
1.506387999999999894e-01 1.206263999999999896e+03 2.161645712400000077e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.870447000000000193e-01 1.206263999999999896e+03 2.161645712400000077e+06 2.000000000000000000e+00 2.000000000000000000e+00
1.915563999999999878e-01 1.206259999999999991e+03 2.161644256300000008e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.438159000000000021e-01 1.206255000000000109e+03 2.161642648000000045e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.990793999999999953e-01 1.206250999999999976e+03 2.161641001600000076e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.539245999999999781e-01 1.206246000000000095e+03 2.161639330300000031e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.395338999999999996e-01 1.201465999999999894e+03 2.159893535099999979e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.802652999999999950e-01 1.201460000000000036e+03 2.159891464099999983e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.332033000000000023e-01 1.201454999999999927e+03 2.159889509699999820e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.057457000000000036e-01 1.201450000000000045e+03 2.159887654300000053e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.036823000000000106e-01 1.201444999999999936e+03 2.159885881599999964e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.251966999999999997e-01 1.201440000000000055e+03 2.159884163100000005e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.620018000000000069e-01 1.201435999999999922e+03 2.159882493300000206e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.064079000000000108e-01 1.201431000000000040e+03 2.159880851900000125e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.536811000000000260e-01 1.201426999999999907e+03 2.159879220799999777e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.651370999999999922e-01 1.196634000000000015e+03 2.158128365000000224e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.463988000000000067e-01 1.196627999999999929e+03 2.158126290399999823e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.456905000000000117e-01 1.196622000000000071e+03 2.158124333099999931e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.603519000000000028e-01 1.196616999999999962e+03 2.158122476300000213e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.859119999999999773e-01 1.196613000000000056e+03 2.158120698900000192e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.813546999999999909e-01 1.177365000000000009e+03 2.151090824700000230e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.580104000000000064e-01 1.177359999999999900e+03 2.151088879300000146e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.491045999999999871e-01 1.177355000000000018e+03 2.151087052600000054e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.830217000000000205e-01 1.177355000000000018e+03 2.151087052600000054e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.535533000000000148e-01 1.177349999999999909e+03 2.151085328699999955e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.553328000000000042e-01 1.177349999999999909e+03 2.151085328699999955e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.685900999999999761e-01 1.177346000000000004e+03 2.151083691500000190e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.376241999999999854e-01 1.177346000000000004e+03 2.151083691500000190e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.909557000000000171e-01 1.177340999999999894e+03 2.151082121400000062e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.309351999999999849e-01 1.177340999999999894e+03 2.151082121400000062e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.354564999999999908e-01 1.177336999999999989e+03 2.151080601999999955e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.503195000000000059e-01 1.177333000000000084e+03 2.151079120999999810e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.739455999999999891e-01 1.177328999999999951e+03 2.151077662500000093e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.940710000000000046e-01 1.172569999999999936e+03 2.149339150499999989e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.325453999999999910e-01 1.172565000000000055e+03 2.149337117200000212e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.760967999999999756e-01 1.172558999999999969e+03 2.149335216599999927e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.283805999999999892e-01 1.172554000000000087e+03 2.149333428799999878e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.949256000000000044e-01 1.172549999999999955e+03 2.149331737799999770e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.817792000000000019e-01 1.172545000000000073e+03 2.149330128200000152e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.907514999999999905e-01 1.172540999999999940e+03 2.149328583999999799e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.171121000000000023e-01 1.172537000000000035e+03 2.149327075699999928e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.533114000000000199e-01 1.172532999999999902e+03 2.149325607600000221e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.941779999999999951e-01 1.172528999999999996e+03 2.149324155300000217e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.365999000000000074e-01 1.172525000000000091e+03 2.149322705800000113e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.787905999999999773e-01 1.172520999999999958e+03 2.149321248300000094e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.456234999999999724e-01 1.167758000000000038e+03 2.147581257000000216e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.831229000000000107e-01 1.167752999999999929e+03 2.147579422999999952e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.224153000000000102e-01 1.167748000000000047e+03 2.147577692600000184e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.655938999999999883e-01 1.167743999999999915e+03 2.147576050100000110e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.175430999999999976e-01 1.167740000000000009e+03 2.147574479400000069e+06 1.000000000000000000e+00 2.000000000000000000e+00
9.152559999999999862e-02 1.167736000000000104e+03 2.147573038800000213e+06 1.000000000000000000e+00 2.000000000000000000e+00
9.481689999999999563e-02 1.167732999999999947e+03 2.147571918000000063e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.145352000000000037e-01 1.167730000000000018e+03 2.147570917599999812e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.468466999999999967e-01 1.167727000000000089e+03 2.147569804299999960e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.924229000000000078e-01 1.167722999999999956e+03 2.147568444300000090e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.436621999999999955e-01 1.167719000000000051e+03 2.147566973900000099e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.942846000000000073e-01 1.167714999999999918e+03 2.147565498600000050e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.437276000000000220e-01 1.167711000000000013e+03 2.147563990400000010e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.913437000000000165e-01 1.167707000000000107e+03 2.147562438300000038e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.536999000000000115e-01 1.162930000000000064e+03 2.145817833600000013e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.026302000000000159e-01 1.162924999999999955e+03 2.145815980899999849e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.594929000000000263e-01 1.162920000000000073e+03 2.145814248900000006e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.278902999999999901e-01 1.162914999999999964e+03 2.145812619200000074e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.114845999999999948e-01 1.162911000000000058e+03 2.145811078499999829e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.117884999999999907e-01 1.162906999999999925e+03 2.145809609800000209e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.267746999999999957e-01 1.162903000000000020e+03 2.145808194699999876e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.520561000000000051e-01 1.162900000000000091e+03 2.145806821500000078e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.833337000000000216e-01 1.162895999999999958e+03 2.145805477400000207e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.176197000000000048e-01 1.162892000000000053e+03 2.145804146399999969e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.529797000000000073e-01 1.162888999999999896e+03 2.145802816699999850e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.882056999999999869e-01 1.162884999999999991e+03 2.145801477799999993e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.812774999999999914e-01 1.158111000000000104e+03 2.144057852200000081e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.331813000000000136e-01 1.158105000000000018e+03 2.144055937500000000e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.939541999999999988e-01 1.158099999999999909e+03 2.144054154099999927e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.664950999999999848e-01 1.158096000000000004e+03 2.144052481199999806e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.531162000000000134e-01 1.158092000000000098e+03 2.144050903500000015e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.541168999999999789e-01 1.158086999999999989e+03 2.144049406400000211e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.673951999999999996e-01 1.158083000000000084e+03 2.144047971799999941e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.895441000000000265e-01 1.158079999999999927e+03 2.144046584400000051e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.171744000000000230e-01 1.158076000000000022e+03 2.144045232700000051e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.477507000000000237e-01 1.158071999999999889e+03 2.144043901999999769e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.795862999999999876e-01 1.158068999999999960e+03 2.144042577899999917e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.822581999999999924e-01 1.153299999999999955e+03 2.142300859000000171e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.263069000000000108e-01 1.153294000000000096e+03 2.142298961899999995e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.751990999999999743e-01 1.153289999999999964e+03 2.142297195900000166e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.316975000000000007e-01 1.153285000000000082e+03 2.142295540099999867e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.997980000000000034e-01 1.153280999999999949e+03 2.142293978899999987e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.838932000000000067e-01 1.153277000000000044e+03 2.142292498800000176e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.860007999999999939e-01 1.153272999999999911e+03 2.142291082400000188e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.036668000000000089e-01 1.153269000000000005e+03 2.142289710800000001e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.315873999999999988e-01 1.153265000000000100e+03 2.142288376800000202e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.651041000000000092e-01 1.153261999999999944e+03 2.142287064600000158e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.011950999999999934e-01 1.153258000000000038e+03 2.142285759399999864e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.379816999999999960e-01 1.153255000000000109e+03 2.142284451299999841e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.744123999999999786e-01 1.153250999999999976e+03 2.142283128099999856e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.474496000000000251e-01 1.148489000000000033e+03 2.140543291999999899e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.887087999999999877e-01 1.148483999999999924e+03 2.140541540500000119e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.313643999999999978e-01 1.148479000000000042e+03 2.140539897700000089e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.767661000000000093e-01 1.148474999999999909e+03 2.140538348400000017e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.276810999999999918e-01 1.148471000000000004e+03 2.140536879199999850e+06 1.000000000000000000e+00 2.000000000000000000e+00
9.133529999999999427e-02 1.148467000000000098e+03 2.140535483500000089e+06 1.000000000000000000e+00 2.000000000000000000e+00
8.147319999999999562e-02 1.148463999999999942e+03 2.140534317199999932e+06 1.000000000000000000e+00 2.000000000000000000e+00
9.242970000000000352e-02 1.148461000000000013e+03 2.140533392500000075e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.155860999999999972e-01 1.148459000000000060e+03 2.140532456799999811e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.503771000000000135e-01 1.148455999999999904e+03 2.140531353800000157e+06 1.000000000000000000e+00 2.000000000000000000e+00
1.959462999999999899e-01 1.148451999999999998e+03 2.140530030499999877e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.414950999999999903e-01 1.148449000000000069e+03 2.140528723100000061e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.863365999999999967e-01 1.148444999999999936e+03 2.140527400299999863e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.299772000000000260e-01 1.148441000000000031e+03 2.140526046500000171e+06 1.000000000000000000e+00 2.000000000000000000e+00
